cmor_label,title,miptable,cf_std_name,description,cell_methods,dimension,units,positive,realm,priority,requesting_mips,UKESM_component,Owner,Variable_mapping,PP_constraint,Stream,Plan,Ticket,Comment (this goes into file metadata?),Notes (this doesn't)
emibb,Total Emission of Primary Aerosol from Biomass Burning,aero,tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission,"tendency of atmosphere mass content of primary organic matter dry aerosol due to emission: This does not include sources of secondary aerosols from biomass burning aerosols, such as SO2 or SOA.",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
emipoa,Emission Rate of Dry Aerosol Primary Organic Matter,aero,tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_emission,"tendency of atmosphere mass content of primary organic aerosol due to emission:  mass refers to the mass of primary organic matter, not mass of organic carbon alone.",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
wetpoa,Wet Deposition Rate of Dry Aerosol Primary Organic Matter,aero,tendency_of_atmosphere_mass_content_of_primary_particulate_organic_matter_dry_aerosol_due_to_wet_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
dryss,Dry Deposition Rate of Seasalt,aero,tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_dry_deposition,"Dry deposition includes gravitational settling, impact scavenging, and turbulent deposition.",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
emiss,Total Emission Rate of Seasalt,aero,tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_emission,Integrate 3D emission field vertically to 2d field.,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
wetss,Wet Deposition Rate of Seasalt,aero,tendency_of_atmosphere_mass_content_of_seasalt_dry_aerosol_due_to_wet_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
drysoa,Dry Deposition Rate of Dry Aerosol Secondary Organic Matter,aero,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_due_to_dry_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
chepsoa,Production Rate of Dry Aerosol Secondary Organic Matter,aero,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_due_to_net_chemical_production,"tendency of atmosphere mass content of secondary organic matter_dry aerosol due to net production:  If model lumps SOA emissions with POA, then the sum of POA and SOA emissions is reported as POA emissions.  mass refers to the mass of primary organic matter, not mass of organic carbon alone.",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
wetsoa,Wet Deposition Rate of Dry Aerosol Secondary Organic Matter,aero,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_due_to_wet_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
dryso4,Dry Deposition Rate of SO4,aero,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_dry_deposition,"dry deposition includes gravitational settling, impact scavenging, and turbulent deposition",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
emiso4,Total Direct Emission Rate of SO4,aero,tendency_of_atmosphere_mass_content_of_sulfate_dry_aerosol_due_to_emission,expressed as a tendency of atmosphere mass content of SO4.  Direct emission does not include secondary sulfate production. Integrate 3D emission field vertically to 2d field.,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
wetso4,Wet Deposition Rate of SO4,aero,tendency_of_atmosphere_mass_content_of_sulfate_expressed_as_sulfur_dry_aerosol_due_to_wet_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
dryso2,Dry Deposition Rate of SO2,aero,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_dry_deposition,"dry deposition includes gravitational settling, impact scavenging, and turbulent deposition",time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
emiso2,Total Emission Rate of SO2,aero,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_emission,Integrate 3D emission field vertically to 2d field.,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,1,,aerosol,,,,,,,,
wetso2,Wet Deposition Rate of SO2,aero,tendency_of_atmosphere_mass_content_of_sulfur_dioxide_due_to_wet_deposition,unset,time: mean,longitude latitude time  ,kg m-2 s-1,None,aerosol,3,,aerosol,,,,,,,,
ec550aer,Ambient Aerosol Extinction at 550 nm,aero,volume_extinction_coefficient_in_air_due_to_ambient_aerosol,ambient means wetted.  ,time: mean,longitude latitude alevel time  ,m-1,None,aerosol,1,,aerosol,,,,,,,,
pfull,Pressure on Model Levels,Amon,air_pressure,unset,time: mean within years time: mean over years,longitude latitude alevel time2  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
phalf,Pressure on Model Half-Levels,Amon,air_pressure,unset,time: mean within years time: mean over years,longitude latitude alevhalf time2  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
ccb,Air Pressure at Convective Cloud Base,Amon,air_pressure_at_convective_cloud_base,unset,time: mean,longitude latitude time  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",cloud,,,,,,,,
cct,Air Pressure at Convective Cloud Top,Amon,air_pressure_at_convective_cloud_top,unset,time: mean,longitude latitude time  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",cloud,,,,,,,,
psl,Sea Level Pressure,Amon,air_pressure_at_sea_level,unset,time: mean,longitude latitude time  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
pslAdjust,Bias-Corrected Sea Level Pressure,Amon,air_pressure_at_sea_level,"not, in general, the same as surface pressure",time: mean,longitude latitude time  ,Pa,None,atmos,1,"AerChemMIP, C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",unclear,,,,,,,,
ta,Air Temperature,Amon,air_temperature,unset,time: mean,longitude latitude plevs time  ,K,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
tas,Near-Surface Air Temperature,Amon,air_temperature,"near-surface (usually, 2 meter) air temperature",time: mean,longitude latitude time  height2m,K,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",boundary layer,,,,,,,,
tasAdjust,Bias-Corrected Near-Surface Air Temperature,Amon,air_temperature,unset,time: mean,longitude latitude time  height2m,K,None,atmos,1,"AerChemMIP, C4MIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",unclear,,,,,,,,
tasmax,Daily Maximum Near-Surface Air Temperature,Amon,air_temperature,"maximum near-surface (usually, 2 meter) air temperature (add cell_method attribute time: max)",time: maximum within days time: mean over days,longitude latitude time  height2m,K,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",boundary layer,,,,,,,,
tasmin,Daily Minimum Near-Surface Air Temperature,Amon,air_temperature,"minimum near-surface (usually, 2 meter) air temperature (add cell_method attribute time: min)",time: minimum within days time: mean over days,longitude latitude time  height2m,K,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",boundary layer,,,,,,,,
clwvi,Condensed Water Path,Amon,atmosphere_cloud_condensed_water_content,Mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,time: mean,longitude latitude time  ,kg m-2,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
clivi,Ice Water Path,Amon,atmosphere_mass_content_of_cloud_ice,Mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column). Includes precipitating frozen hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.,time: mean,longitude latitude time  ,kg m-2,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
co2mass,Total Atmospheric Mass of CO2,Amon,atmosphere_mass_of_carbon_dioxide,unset,time: mean, time  ,kg,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",carbon,,,,,,,,
co2massClim,Total Atmospheric Mass of CO2,Amon,atmosphere_mass_of_carbon_dioxide,unset,time: mean within years time: mean over years, time2  ,kg,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",carbon,,,,,,,,
mc,Convective Mass Flux,Amon,atmosphere_net_upward_convective_mass_flux,The net mass flux should represent the difference between the updraft and downdraft components.  The flux is computed as the mass divided by the area of the grid cell.,time: mean,longitude latitude alevhalf time  ,kg m-2 s-1,up,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",cloud,,,,,,,,
prw,Water Vapor Path,Amon,atmosphere_water_vapor_content,vertically integrated through the atmospheric column,time: mean,longitude latitude time  ,kg m-2,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
clt,Total Cloud Fraction,Amon,cloud_area_fraction,"For the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include both large-scale and convective cloud.",time: mean,longitude latitude time  ,%,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
cl,Cloud Area Fraction,Amon,cloud_area_fraction_in_atmosphere_layer,Includes both large-scale and convective cloud.,time: mean,longitude latitude alevel time  ,%,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
ci,Fraction of Time Convection Occurs,Amon,convection_time_fraction,Fraction of time that convection occurs in the grid cell .,time: mean,longitude latitude time  ,1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
prc,Convective Precipitation,Amon,convective_precipitation_flux,at surface; includes both liquid and solid phases.,time: mean,longitude latitude time  ,kg m-2 s-1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",precip,,,,,,,,
ua,Eastward Wind,Amon,eastward_wind,unset,time: mean,longitude latitude plevs time  ,m s-1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
uas,Eastward Near-Surface Wind,Amon,eastward_wind,"near-surface (usually, 10 meters) eastward component of wind.",time: mean,longitude latitude time  height10m,m s-1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",boundary layer,,,,,,,,
zg,Geopotential Height,Amon,geopotential_height,unset,time: mean,longitude latitude plevs time  ,m,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
wap,omega (=dp/dt),Amon,lagrangian_tendency_of_air_pressure,"commonly referred to as omega, this represents the vertical component of velocity in pressure coordinates (positive down)",time: mean,longitude latitude plevs time  ,Pa s-1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, DCPP, DynVar, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",atmos-physics,,,,,,,,
cli,Mass Fraction of Cloud Ice,Amon,mass_fraction_of_cloud_ice_in_air,Includes both large-scale and convective cloud. This is the mass of  cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,time: mean,longitude latitude alevel time  ,1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, RFMIP, VolMIP",cloud,,,,,,,,
clw,Mass Fraction of Cloud Liquid Water,Amon,mass_fraction_of_cloud_liquid_water_in_air,Includes both large-scale and convective cloud.  This is the mass of  cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  This includes precipitating hydrometeors ONLY if the precipitating hydrometeors affect the calculation of radiative transfer in model.,time: mean,longitude latitude alevel time  ,1,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",cloud,,,,,,,,
co2,Mole Fraction of CO2,Amon,mole_fraction_of_carbon_dioxide_in_air,unset,time: mean,longitude latitude plevs time  ,0.000001,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",carbon,,,,,,,,
co2Clim,Mole Fraction of CO2,Amon,mole_fraction_of_carbon_dioxide_in_air,unset,time: mean within years time: mean over years,longitude latitude plevs time2  ,0.000001,None,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",carbon,,,,,,,,
cfc11global,Global Mean Mole Fraction of CFC11,Amon,mole_fraction_of_cfc11_in_air,unset,time: mean, time  ,1.00E-12,None,atmos atmosChem,3,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
cfc113global,Global Mean Mole Fraction of CFC113,Amon,mole_fraction_of_cfc113_in_air,unset,time: mean, time  ,1.00E-12,None,atmos atmosChem,3,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
cfc12global,Global Mean Mole Fraction of CFC12,Amon,mole_fraction_of_cfc12_in_air,unset,time: mean, time  ,1.00E-12,None,atmos atmosChem,3,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
hcfc22global,Global Mean Mole Fraction of HCFC22,Amon,mole_fraction_of_hcfc22_in_air,unset,time: mean, time  ,1.00E-12,None,atmos atmosChem,3,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
ch4,Mole Fraction of CH4,Amon,mole_fraction_of_methane_in_air,unset,time: mean,longitude latitude plevs time  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
ch4Clim,Mole Fraction of CH4,Amon,mole_fraction_of_methane_in_air,unset,time: mean within years time: mean over years,longitude latitude plevs time2  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
ch4global,Global Mean Mole Fraction of CH4,Amon,mole_fraction_of_methane_in_air,unset,time: mean, time  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
ch4globalClim,Global Mean Mole Fraction of CH4,Amon,mole_fraction_of_methane_in_air,unset,time: mean within years time: mean over years, time2  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
n2o,Mole Fraction of N2O,Amon,mole_fraction_of_nitrous_oxide_in_air,unset,time: mean,longitude latitude plevs time  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
n2oClim,Mole Fraction of N2O,Amon,mole_fraction_of_nitrous_oxide_in_air,unset,time: mean within years time: mean over years,longitude latitude plevs time2  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
n2oglobal,Global Mean Mole Fraction of N2O,Amon,mole_fraction_of_nitrous_oxide_in_air,unset,time: mean, time  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
n2oglobalClim,Global Mean Mole Fraction of N2O,Amon,mole_fraction_of_nitrous_oxide_in_air,unset,time: mean within years time: mean over years, time2  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, PMIP, RFMIP, VolMIP",chemistry,,,,,,,,
tro3,Mole Fraction of O3,Amon,mole_fraction_of_ozone_in_air,unset,time: mean,longitude latitude plevs time  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
tro3Clim,Mole Fraction of O3,Amon,mole_fraction_of_ozone_in_air,unset,time: mean within years time: mean over years,longitude latitude plevs time2  ,0.000000001,None,atmos atmosChem,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, LUMIP, RFMIP, VolMIP",chemistry,,,,,,,,
rtmt,Net Downward Flux at Top of Model,Amon,net_downward_radiative_flux_at_top_of_atmosphere_model,"i.e., at the top of that portion of the atmosphere where dynamics are explicitly treated by the model. This is reported only if it differs from the net downward radiative flux at the top of the atmosphere.",time: mean,longitude latitude time  ,W m-2,down,atmos,1,"AerChemMIP, C4MIP, CFMIP, DAMIP, FAFMIP, GMMIP, GeoMIP, HighResMIP, ISMIP6, LUMIP, PMIP, RFMIP, VolMIP",radiation,,,,,,,,
